t,u,v,w,T
719.749999999893,2.791,-0.266,0.28,13.715
719.799999999893,2.998,-0.558,0.149,13.798
719.849999999893,3.08,-0.502,0.096,13.891
719.899999999893,3.11,-0.444,0.062,14.013
719.949999999893,2.983,-0.469,0.075,14.023
719.999999999893,2.991,-0.504,0.118,13.979
720.049999999893,2.795,-0.476,0.157,14.062
720.099999999893,2.732,-0.394,0.085,14.008
720.149999999893,2.649,-0.239,0.109,13.986
720.199999999893,2.699,-0.176,0.059,13.945
720.249999999893,2.609,-0.211,0.025,13.906
720.299999999893,2.516,-0.145,-0.04,13.878
720.349999999893,2.738,-0.037,-0.058,13.859
720.399999999893,2.665,0.173,-0.104,13.876
720.449999999893,2.739,0.068,-0.119,13.844
720.499999999893,2.659,0.269,-0.012,13.847
720.549999999892,2.677,0.426,0.008,13.793
720.599999999892,2.915,0.383,-0.021,13.82
720.649999999892,2.766,0.434,0.014,13.813
720.699999999892,2.706,0.367,-0.069,13.827
720.749999999892,2.689,0.442,-0.067,13.702
720.799999999892,2.567,0.428,-0.168,13.81
720.849999999892,2.599,0.492,-0.153,13.815
720.899999999892,2.645,0.498,0.17,13.712
720.949999999892,2.685,0.709,0.276,13.715
720.999999999892,2.626,0.675,0.013,13.717
721.049999999892,2.786,0.622,0.022,13.641
721.099999999892,2.913,0.662,-0.043,13.634
721.149999999892,2.734,0.552,-0.098,13.665
721.199999999892,2.766,0.562,-0.156,13.817
721.249999999892,2.736,0.613,0.003,13.651
721.299999999892,2.701,0.58,0.146,13.629
721.349999999892,2.751,0.586,0.146,13.678
721.399999999892,2.782,0.563,0.132,13.742
721.449999999892,2.763,0.503,0.147,13.776
721.499999999892,2.81,0.533,0.071,13.768
721.549999999892,2.599,0.911,0.238,13.658
721.599999999892,2.542,0.691,0.12,13.7
721.649999999891,2.371,0.926,0.221,13.639
721.699999999891,2.521,0.873,0.24,13.655
721.749999999891,2.543,0.729,0.241,13.639
721.799999999891,2.61,0.847,0.228,13.714
721.849999999891,2.755,0.93,0.229,13.783
721.899999999891,2.774,0.716,0.32,13.783
721.949999999891,2.742,0.655,0.332,13.781
721.999999999891,2.723,0.244,-0.131,13.854
722.049999999891,2.819,0.136,-0.013,13.857
722.099999999891,2.731,0.212,0.031,13.876
722.149999999891,2.652,0.255,-0.061,13.83
722.199999999891,2.529,0.341,0.169,13.886
722.249999999891,2.783,0.281,-0.023,13.864
722.299999999891,2.842,0.273,-0.16,13.81
722.349999999891,2.704,0.535,-0.222,13.839
722.399999999891,2.952,0.356,-0.343,13.859
722.449999999891,2.92,0.275,-0.052,13.84
722.499999999891,3.023,0.144,-0.132,13.911
722.549999999891,3.118,-0.118,-0.051,13.923
722.599999999891,3.059,0.026,-0.092,13.955
722.649999999891,3.069,0.151,-0.212,13.927
722.699999999891,2.829,0.105,-0.281,13.854
722.74999999989,2.905,0.03,-0.291,13.842
722.79999999989,2.921,0.249,-0.189,13.742
722.84999999989,2.766,0.394,-0.183,13.791
722.89999999989,2.843,0.271,-0.25,13.8
722.94999999989,2.81,0.711,-0.132,13.746
722.99999999989,2.931,0.876,-0.018,13.736
723.04999999989,2.535,0.426,0.055,13.737
723.09999999989,2.974,0.487,-0.236,13.71
723.14999999989,2.72,0.488,-0.278,13.714
723.19999999989,2.627,0.23,-0.352,13.695
723.24999999989,2.405,0.142,0.196,13.685
723.29999999989,2.587,0.5,0.008,13.705
723.34999999989,2.557,0.302,-0.031,13.726
723.39999999989,2.522,0.447,0.144,13.734
723.44999999989,2.441,0.462,0.166,13.709
723.49999999989,2.739,0.509,0.023,13.518
723.54999999989,2.879,0.375,0.221,13.516
723.59999999989,2.619,0.552,0.349,13.548
723.64999999989,2.662,0.585,0.151,13.477
723.69999999989,2.739,0.599,0.196,13.526
723.74999999989,2.718,0.226,0.135,13.482
723.79999999989,2.501,0.282,0.153,13.521
723.849999999889,2.518,0.497,0.289,13.448
723.899999999889,2.779,0.366,0.335,13.437
723.949999999889,2.861,0.448,0.273,13.413
723.999999999889,2.874,0.522,0.118,13.719
724.049999999889,3.362,0.387,0.35,13.533
724.099999999889,3.147,0.543,0.458,13.454
724.149999999889,3.064,0.485,0.31,13.734
724.199999999889,3.049,0.702,0.245,13.925
724.249999999889,3.073,0.872,0.22,13.966
724.299999999889,2.98,0.814,0.121,13.9
724.349999999889,3.128,0.711,0.08,13.805
724.399999999889,3.231,0.853,0.165,13.854
724.449999999889,3.099,1.005,0.402,13.668
724.499999999889,3.301,0.657,0.711,13.594
724.549999999889,3.103,0.041,1.237,13.494
724.599999999889,3.165,0.259,0.997,13.47
724.649999999889,2.925,0.387,0.805,13.519
724.699999999889,2.762,0.365,0.647,13.597
724.749999999889,3.003,0.213,0.43,13.629
724.799999999889,3.177,0.308,0.301,13.764
724.849999999889,3.148,0.316,0.246,13.754
724.899999999889,3.045,0.313,0.194,13.754
724.949999999888,2.943,0.336,0.049,13.737
724.999999999888,2.922,0.169,-0.045,13.71
725.049999999888,2.951,0.29,-0.066,13.824
725.099999999888,2.835,0.364,0.102,13.851
725.149999999888,2.934,0.339,0.086,13.952
725.199999999888,2.995,0.282,0.021,13.955
725.249999999888,3,0.238,0.095,13.96
725.299999999888,3.01,0.127,0.045,13.957
725.349999999888,3.042,0.19,-0.002,13.967
725.399999999888,3,0.153,0.031,13.962
725.449999999888,2.962,0.179,0.075,13.938
725.499999999888,2.964,0.247,0.015,13.915
725.549999999888,2.93,0.451,-0.006,13.862
725.599999999888,2.92,0.333,-0.001,13.857
725.649999999888,2.961,0.43,-0.016,13.849
725.699999999888,2.944,0.358,-0.036,13.859
725.749999999888,2.967,0.366,-0.047,13.878
725.799999999888,2.888,0.387,-0.003,13.869
725.849999999888,2.93,0.352,-0.036,13.869
725.899999999888,3,0.328,-0.109,13.947
725.949999999888,2.96,0.301,-0.148,13.962
725.999999999888,2.981,0.277,-0.131,13.955
726.049999999887,2.948,0.299,-0.112,13.922
726.099999999887,2.922,0.302,-0.063,13.891
726.149999999887,3.01,0.305,-0.07,13.807
726.199999999887,3.017,0.183,-0.163,13.869
726.249999999887,3.03,0.271,-0.021,13.815
726.299999999887,3.017,0.319,-0.009,13.754
726.349999999887,3.127,0.246,-0.13,13.747
726.399999999887,3.138,0.256,-0.003,13.78
726.449999999887,3.207,0.34,0.024,13.781
726.499999999887,3.112,0.268,-0.011,13.825
726.549999999887,2.994,0.102,-0.154,13.81
726.599999999887,3.154,0.108,-0.135,13.803
726.649999999887,3.211,0.104,0.116,13.785
726.699999999887,3.194,0.469,0.304,13.835
726.749999999887,3.142,0.442,0.306,13.817
726.799999999887,3.208,0.433,0.112,13.781
726.849999999887,3.125,0.508,0.156,13.766
726.899999999887,3.1,0.472,0.131,13.971
726.949999999887,2.975,0.511,0.155,13.793
726.999999999887,3.088,0.384,0.06,13.944
727.049999999887,3.055,0.402,0.087,14.133
727.099999999886,2.97,0.422,0.093,13.935
727.149999999886,3.032,0.598,0.169,13.68
727.199999999886,3.074,0.57,0.144,13.709
727.249999999886,3.105,0.533,0.163,13.707
727.299999999886,3.117,0.519,0.108,13.746
727.349999999886,3.05,0.518,0.113,13.769
727.399999999886,3.115,0.527,0.129,13.732
727.449999999886,3.076,0.584,0.093,13.71
727.499999999886,3.119,0.508,0.002,13.758
727.549999999886,3.286,0.505,0.073,13.791
727.599999999886,3.18,0.497,0.064,13.815
727.649999999886,3.242,0.48,0.071,13.825
727.699999999886,3.306,0.421,0.132,13.81
727.749999999886,3.177,0.539,0.159,13.753
727.799999999886,3.111,0.544,0.163,13.78
727.849999999886,3.032,0.608,0.111,13.737
727.899999999886,2.952,0.659,0.112,13.732
727.949999999886,3.044,0.579,0.175,13.722
727.999999999886,3.165,0.572,0.13,13.901
728.049999999886,3.223,0.593,0.097,13.861
728.099999999886,3.061,0.888,0.098,13.84
728.149999999886,3.262,0.691,0.046,13.808
728.199999999885,3.298,0.683,-0.109,13.842
728.249999999885,3.378,0.612,0.07,13.742
728.299999999885,3.327,0.503,-0.045,13.732
728.349999999885,3.359,0.442,0.133,13.594
728.399999999885,3.24,0.228,0.109,13.641
728.449999999885,3.077,0.254,0.079,13.663
728.499999999885,3.31,0.255,0.083,13.747
728.549999999885,3.297,0.194,0.057,13.761
728.599999999885,3.237,0.158,0.203,13.742
728.649999999885,3.132,0.435,0.119,13.834
728.699999999885,3.095,0.743,0.147,13.922
728.749999999885,3.169,0.565,0.079,13.876
728.799999999885,3.24,0.68,-0.032,14.092
728.849999999885,3.291,0.625,0.002,14.111
728.899999999885,3.188,0.688,-0.038,14.069
728.949999999885,3.225,0.702,-0.011,13.964
728.999999999885,3.224,0.794,0.004,13.917
729.049999999885,3.172,0.765,-0.009,13.803
729.099999999885,3.252,0.722,-0.043,13.952
729.149999999885,3.138,0.77,-0.137,13.952
729.199999999885,3.253,0.831,-0.144,13.798
729.249999999885,3.224,0.822,-0.037,13.819
729.299999999884,3.243,0.771,0.034,13.874
729.349999999884,3.326,0.626,0.184,13.707
729.399999999884,3.18,0.515,0.212,13.705
729.449999999884,3.024,0.475,-0.087,13.724
729.499999999884,3.108,0.535,-0.055,13.736
729.549999999884,3.114,0.635,0.053,13.763
729.599999999884,3.092,0.675,-0.091,13.783
729.649999999884,3.153,0.588,-0.159,13.731
729.699999999884,3.109,0.41,-0.245,13.759
729.749999999884,3.216,0.618,-0.254,13.609
729.799999999884,3.186,0.423,-0.123,13.739
729.849999999884,3.273,0.318,-0.12,13.754
729.899999999884,2.996,0.361,-0.179,13.805
729.949999999884,2.913,0.497,-0.112,13.653
729.999999999884,2.97,0.368,-0.17,13.896
730.049999999884,2.805,0.492,-0.146,13.852
730.099999999884,2.766,0.465,-0.218,13.68
730.149999999884,2.682,0.524,-0.236,13.565
730.199999999884,2.539,0.465,-0.138,13.535
730.249999999884,2.468,0.636,0.094,13.628
730.299999999884,2.449,0.702,0.177,13.709
730.349999999884,2.268,0.825,0.064,13.758
730.399999999883,2.533,0.77,0.03,13.759
730.449999999883,2.544,0.645,-0.038,13.771
730.499999999883,2.627,0.399,0.123,13.715
730.549999999883,2.512,0.417,0.168,13.692
730.599999999883,2.412,0.379,0.318,13.697
730.649999999883,2.336,0.341,0.141,13.709
730.699999999883,2.132,0.266,0.014,13.705
730.749999999883,2.102,0.338,0.047,13.687
730.799999999883,2.109,0.349,0.022,13.702
730.849999999883,2.123,0.272,0.09,13.697
730.899999999883,2.116,0.409,0.233,13.695
730.949999999883,1.899,0.444,0.349,13.68
730.999999999883,1.929,0.35,0.3,13.69
731.049999999883,2.138,0.394,0.225,13.59
731.099999999883,2.211,0.312,0.104,13.575
731.149999999883,2.347,0.495,0.275,13.579
731.199999999883,2.138,0.42,0.415,13.614
731.249999999883,2.151,0.454,0.386,13.639
731.299999999883,2.202,0.256,0.344,13.616
731.349999999883,2.333,0.298,0.451,13.599
731.399999999883,2.22,0.449,0.386,13.568
731.449999999883,2.209,0.471,0.341,13.54
731.499999999882,2.365,0.57,0.302,13.508
731.549999999882,2.205,0.687,0.203,13.508
731.599999999882,2.287,0.34,0.363,13.428
731.649999999882,2.205,0.567,0.366,13.396
731.699999999882,2.259,0.413,0.488,13.332
731.749999999882,2.155,0.329,0.586,13.325
731.799999999882,2.066,0.212,0.751,13.291
731.849999999882,2.088,0.187,0.624,13.332
731.899999999882,2.191,0.317,0.461,13.356
731.949999999882,2.365,0.377,0.463,13.324
731.999999999882,2.27,0.38,0.304,13.303
732.049999999882,2.191,0.665,0.659,13.334
732.099999999882,2.327,0.753,0.501,13.386
732.149999999882,2.264,0.805,0.475,13.403
732.199999999882,2.307,0.736,0.434,13.389
732.249999999882,2.507,0.517,0.488,13.324
732.299999999882,2.315,0.36,0.617,13.372
732.349999999882,2.687,0.177,0.305,13.354
732.399999999882,2.704,0.202,0.364,13.511
732.449999999882,2.706,0.26,0.41,13.442
732.499999999882,2.749,0.288,0.419,13.42
732.549999999882,2.835,0.366,0.424,13.433
732.599999999881,2.81,0.387,0.342,13.47
732.649999999881,2.931,0.395,0.213,13.601
732.699999999881,2.681,0.25,0.203,13.599
732.749999999881,2.865,0.277,0.296,13.612
732.799999999881,3.264,0.408,0.202,13.585
732.849999999881,2.99,0.862,0.216,13.584
732.899999999881,3.014,0.683,0.176,13.663
732.949999999881,2.945,0.427,0.242,13.634
732.999999999881,2.838,0.508,-0.007,13.656
733.049999999881,2.707,0.64,0.068,13.634
733.099999999881,2.641,0.576,0.301,13.795
733.149999999881,2.765,0.64,0.142,13.78
733.199999999881,2.924,0.483,0.105,13.773
733.249999999881,2.734,0.673,0.257,13.764
733.299999999881,2.816,0.644,0.108,13.705
733.349999999881,2.739,0.895,0.193,13.692
733.399999999881,2.858,0.565,0.157,13.653
733.449999999881,2.721,0.637,0.371,13.7
733.499999999881,2.693,0.804,0.084,13.7
733.549999999881,2.849,0.779,-0.094,13.724
733.599999999881,2.618,0.742,-0.149,13.744
733.649999999881,2.592,0.73,0.021,13.8
733.69999999988,2.748,0.576,0.063,13.764
733.74999999988,2.825,0.438,0.25,13.785
733.79999999988,2.742,0.538,0.194,13.731
733.84999999988,2.931,0.266,0.438,13.741
733.89999999988,3.029,0.318,0.393,13.639
733.94999999988,3.032,0.356,0.25,13.663
733.99999999988,2.999,0.375,0.181,13.673
734.04999999988,3.057,0.34,0.236,13.619
734.09999999988,2.918,0.382,0.203,13.651
734.14999999988,3.071,0.473,0.247,13.648
734.19999999988,3.017,0.449,0.206,13.653
734.24999999988,3.187,0.362,0.119,13.67
734.29999999988,3.17,0.353,0.191,13.665
734.34999999988,3.242,0.357,0.256,13.685
734.39999999988,3.134,0.377,0.245,13.7
734.44999999988,3.122,0.386,0.235,13.663
734.49999999988,3.334,0.327,0.188,13.646
734.54999999988,3.226,0.357,0.264,13.631
734.59999999988,3.218,0.412,0.111,13.675
734.64999999988,3.185,0.363,-0.02,13.673
734.69999999988,3.095,0.315,-0.058,13.665
734.74999999988,3.118,0.388,-0.022,13.673
734.799999999879,3.079,0.252,0.057,13.665
734.849999999879,3.019,0.121,0.088,13.658
734.899999999879,3.033,0.088,0.084,13.655
734.949999999879,2.956,0.067,0.134,13.636
734.999999999879,2.856,0.023,-0.006,13.66
735.049999999879,3.016,-0.034,0.012,13.648
735.099999999879,3.023,0.017,-0.103,13.668
735.149999999879,3.123,0.061,0.022,13.611
735.199999999879,3.034,0.116,0.109,13.579
735.249999999879,3.119,0.108,0.147,13.597
735.299999999879,3.069,0.219,-0.035,13.639
735.349999999879,3.063,0.171,0.058,13.641
735.399999999879,2.973,0.098,0.032,13.697
735.449999999879,2.842,0.063,-0.054,13.714
735.499999999879,2.839,0.066,-0.044,13.553
735.549999999879,2.616,0.198,-0.055,13.579
735.599999999879,2.636,0.289,-0.196,13.565
735.649999999879,2.404,0.36,-0.098,13.57
735.699999999879,2.459,0.428,-0.038,13.538
735.749999999879,2.517,0.449,0.052,13.53
735.799999999879,2.611,0.356,0.238,13.524
735.849999999879,2.759,0.477,0.258,13.484
735.899999999878,2.861,0.354,0.323,13.457
735.949999999878,2.827,0.281,0.311,13.45
735.999999999878,2.695,0.269,0.417,13.494
736.049999999878,2.719,0.255,0.414,13.55
736.099999999878,2.733,0.272,0.259,13.492
736.149999999878,2.944,0.123,0.083,13.543
736.199999999878,3.065,0.174,0.049,13.499
736.249999999878,3.207,0.306,0.231,13.496
736.299999999878,3.149,0.337,0.05,13.567
736.349999999878,3.094,0.253,-0.122,13.584
736.399999999878,3.18,0.077,0.096,13.509
736.449999999878,3.06,0.108,0.184,13.523
736.499999999878,2.949,0.105,0.169,13.541
736.549999999878,2.939,0.059,-0.078,13.589
736.599999999878,3.23,0.016,-0.075,13.499
736.649999999878,3.014,0.214,0.158,13.501
736.699999999878,3.014,0.247,0.152,13.509
736.749999999878,2.911,0.426,0.106,13.481
736.799999999878,3.079,0.313,0.018,13.452
736.849999999878,2.936,0.403,-0.199,13.479
736.899999999878,3.069,0.277,0.038,13.425
736.949999999878,3.059,0.461,0.161,13.378
736.999999999877,3.065,0.297,0.19,13.401
737.049999999877,2.929,0.351,0.068,13.416
737.099999999877,2.996,0.414,0.116,13.347
737.149999999877,2.904,0.344,0.221,13.354
737.199999999877,2.809,0.426,0.203,13.367
737.249999999877,2.689,0.551,0.174,13.351
737.299999999877,2.704,0.592,0.185,13.362
737.349999999877,2.727,0.597,0.179,13.374
737.399999999877,2.688,0.635,0.09,13.379
737.449999999877,2.656,0.717,0.213,13.371
737.499999999877,2.781,0.613,0.312,13.362
737.549999999877,2.638,0.62,0.327,13.305
737.599999999877,2.575,0.742,0.328,13.254
737.649999999877,2.842,0.455,0.248,13.239
737.699999999877,2.797,0.689,0.266,13.21
737.749999999877,2.651,0.579,0.139,13.215
737.799999999877,2.702,0.603,0.128,13.138
737.849999999877,2.613,0.666,0.115,13.202
737.899999999877,2.574,0.586,0.04,13.32
737.949999999877,2.678,0.554,0.037,13.393
737.999999999877,2.792,0.506,0.107,13.481
738.049999999877,2.708,0.685,0.066,13.476
738.099999999876,2.743,0.554,0.214,13.509
738.149999999876,2.636,0.554,0.151,13.482
738.199999999876,2.579,0.295,0.206,13.464
738.249999999876,2.611,0.225,0.257,13.484
738.299999999876,2.651,0.222,0.253,13.479
738.349999999876,2.73,0.273,0.326,13.459
738.399999999876,2.74,0.218,0.334,13.459
738.449999999876,2.821,0.326,0.335,13.447
738.499999999876,2.796,0.406,0.382,13.43
738.549999999876,2.841,0.229,0.302,13.425
738.599999999876,3.027,0.343,0.229,13.462
738.649999999876,2.981,0.173,0.293,13.427
738.699999999876,3.104,0.377,0.184,13.489
738.749999999876,2.868,0.398,0.191,13.481
738.799999999876,2.997,0.34,0.227,13.448
738.849999999876,2.943,0.229,0.306,13.425
738.899999999876,2.992,0.305,0.264,13.474
738.949999999876,2.919,0.366,0.233,13.459
738.999999999876,2.948,0.257,0.129,13.455
739.049999999876,2.962,0.278,0.034,13.47
739.099999999876,2.731,0.522,0.049,13.563
739.149999999876,2.909,0.283,-0.009,13.524
739.199999999875,2.994,0.105,0.098,13.484
739.249999999875,2.792,0.086,0.161,13.464
739.299999999875,2.862,0.199,0.119,13.481
739.349999999875,2.879,0.38,0.154,13.469
739.399999999875,2.922,0.507,0.186,13.438
739.449999999875,2.902,0.456,0.1,13.47
739.499999999875,3.008,0.597,0.126,13.531
739.549999999875,3.102,0.617,0.173,13.56
739.599999999875,3.029,0.523,0.202,13.606
739.649999999875,2.98,0.411,0.168,13.633
739.699999999875,3.104,0.394,0.143,13.658
739.749999999875,2.895,0.533,0.179,13.655
739.799999999875,2.863,0.641,0.352,13.563
739.849999999875,2.928,0.526,0.369,13.579
739.899999999875,2.946,0.61,0.444,13.682
739.949999999875,2.991,0.547,0.442,13.609
739.999999999875,2.886,0.376,0.22,13.58
740.049999999875,2.874,0.42,0.148,13.584
740.099999999875,2.84,0.489,0.125,13.589
740.149999999875,2.928,0.525,0.266,13.592
740.199999999875,2.971,0.515,0.247,13.614
740.249999999875,2.932,0.521,0.181,13.619
740.299999999874,2.92,0.6,0.218,13.565
740.349999999874,2.8,0.558,0.257,13.54
740.399999999874,2.816,0.549,0.298,13.617
740.449999999874,2.822,0.481,0.248,13.606
740.499999999874,2.881,0.49,0.275,13.565
740.549999999874,2.863,0.472,0.317,13.519
740.599999999874,2.789,0.504,0.301,13.531
740.649999999874,2.664,0.315,0.142,13.531
740.699999999874,2.578,0.465,0.116,13.516
740.749999999874,2.7,0.526,0.118,13.496
740.799999999874,2.689,0.533,0.038,13.486
740.849999999874,2.647,0.55,0.054,13.443
740.899999999874,2.731,0.453,0.09,13.425
740.949999999874,2.741,0.293,0.164,13.519
740.999999999874,2.736,0.358,0.131,13.501
741.049999999874,2.702,0.494,0.151,13.489
741.099999999874,2.595,0.523,0.081,13.484
741.149999999874,2.641,0.461,0.054,13.487
741.199999999874,2.65,0.336,0.038,13.481
741.249999999874,2.466,0.42,0.047,13.531
741.299999999874,2.413,0.344,-0.004,13.705
741.349999999874,2.417,0.216,0.172,13.592
741.399999999873,2.578,0.358,0.03,13.56
741.449999999873,2.637,0.365,-0.078,13.646
741.499999999873,2.778,0.46,-0.098,13.8
741.549999999873,2.762,0.286,-0.132,13.742
741.599999999873,2.693,0.352,-0.074,13.626
741.649999999873,2.723,0.275,-0.026,13.57
741.699999999873,2.693,0.314,0.051,13.675
741.749999999873,2.741,0.158,0.099,13.558
741.799999999873,2.733,0.094,0.009,13.533
741.849999999873,2.631,0.192,0.053,13.548
741.899999999873,2.632,0.06,0.065,13.503
741.949999999873,2.58,0.085,0.054,13.47
741.999999999873,2.578,0.014,0.056,13.465
742.049999999873,2.571,0.059,0.101,13.411
742.099999999873,2.526,0.098,0.102,13.428
742.149999999873,2.529,0.172,0.027,13.47
742.199999999873,2.425,0.201,-0.007,13.521
742.249999999873,2.349,0.197,0.005,13.541
742.299999999873,2.491,0.188,0.122,13.494
742.349999999873,2.554,0.247,0.094,13.438
742.399999999873,2.563,0.236,0.056,13.442
742.449999999873,2.592,0.257,0.087,13.418
742.499999999872,2.578,0.246,0.08,13.403
742.549999999872,2.553,0.28,0.063,13.416
742.599999999872,2.601,0.245,0.048,13.433
742.649999999872,2.528,0.326,0.081,13.413
742.699999999872,2.469,0.296,0.126,13.399
742.749999999872,2.612,0.27,-0.006,13.496
742.799999999872,2.654,0.263,-0.027,13.528
742.849999999872,2.6,0.186,0.092,13.53
742.899999999872,2.693,0.368,-0.019,13.535
742.949999999872,2.749,0.239,-0.039,13.56
742.999999999872,2.704,0.203,0.093,13.526
743.049999999872,2.743,0.259,0.129,13.467
743.099999999872,2.712,0.356,0.205,13.421
743.149999999872,2.861,0.404,0.205,13.479
743.199999999872,2.677,0.489,0.183,13.555
743.249999999872,2.808,0.382,-0.003,13.585
743.299999999872,2.836,0.481,0.043,13.589
743.349999999872,2.733,0.502,0.084,13.59
743.399999999872,2.729,0.367,0.081,13.614
743.449999999872,2.71,0.47,0.056,13.604
743.499999999872,2.762,0.517,0.121,13.594
743.549999999872,2.729,0.382,0.045,13.59
743.599999999871,2.726,0.278,0.025,13.572
743.649999999871,2.557,0.421,0.01,13.567
743.699999999871,2.509,0.383,0.094,13.602
743.749999999871,2.514,0.348,0.086,13.641
